,ADDRESS_CITY,ADDRESS_NAME,ADDRESS_STATE,ADDRESS_STR1,ADDRESS_STR2,ADDRESS_ZIP,AGCYTYPE,CITY,COMMENT,CONGDIST1,CONGDIST2_18,COUNTY,COUNTYNAME,CSLLEA08_FULLTIME_CIVILIAN,CSLLEA08_FULLTIME_SWORN,CSLLEA08_ID_x,CSLLEA08_ID_y,CSLLEA08_PARTTIME_CIVILIAN,CSLLEA08_PARTTIME_SWORN,CSLLEA_SUB,DISTNAME,FCOUNTY,FIPS_COUNTY,FIPS_ST,FIPS_x,FIPS_y,FPLACE,FSTATE,GOVID,INTPTLAT,INTPTLONG,LEAR_FULLTIME_SWORN,LEAR_ID,LEAR_PARTTIME_SWORN,LEMAS13_FULLTIME_CIVILIAN,LEMAS13_FULLTIME_SWORN,LEMAS13_PARTTIME_CIVILIAN,LEMAS13_PARTTIME_SWORN,LEMAS_ID,LG_NAME,LG_POPULATION,NAME_x,NAME_y,NO_POLICING,Name,ORI7_x,ORI7_y,ORI9,ORI9_x,ORI9_y,PARTOF,PE14_DIVISION_REGION,PE14_FEMALE_CIVILIANS,PE14_FEMALE_OFFICERS,PE14_FEMALE_TOTAL,PE14_MALE_CIVILIANS,PE14_MALE_OFFICERS,PE14_MALE_TOTAL,PE14_MSA,PE14_POPULATION,PE14_TOTAL_EMPLOYEES,REPORT_FLAG,SAMPTYPE,SOURCE,SOURCE_CSLLEA2008,SOURCE_NCIC2012,SOURCE_UCR2010,SOURCE_UCR2011,SOURCE_UCR2012,SOURCE_VENDOR,STATE,STATENAME,STREET_ADDRESS,SUBTYPE1,SUBTYPE2,UA,UANAME,U_CNTY,U_POPGRP,U_STATENO,U_TPOP,ZIP
158,SOUTH TOMS RIVER,SOUTH TOMS RIVER POLICE,NJ,144 MILL STREET, ,08757,0.0,Toms River, ,3.0, ,OCEAN,OCEAN,1,12,11323080.0,11323080.0,0,2,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,69510.0,34.0,312015017.0,39.865669,-74.258864, ,645037.0, , , , , ,3.12015017026e+15,SOUTH TOMS RIVER BOROUGH,3684.0,SOUTH TOMS RIVER POLICE,SOUTH TOMS RIVER POLICE,False,SOUTH TOMS RIVER PD,NJ01529,NJ01529,NJ0152900,,,0.0,2,1,0,1,0,12,12,607,3725,13,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,144 MILL ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",15.0,6,29.0,3719.0,08757
159,GREEN BROOK,GREEN BROOK POLICE,NJ,109 GREEN BROOK ROAD, ,08812,0.0,Green Brook, ,7.0, ,-3,SOMERSET,6,23,12253230.0,12253230.0,0,0,1.0,District of New Jersey,35.0,35.0,34.0,34035.0,34035,27510.0,34.0,313018006.0,40.565522,-74.61993, ,644690.0, , , , , ,3.13018006026e+15,GREEN BROOK TOWNSHIP,7203.0,GREEN BROOK POLICE,GREEN BROOK POLICE,False,GREEN BROOK PD,NJ01809,NJ01809,NJ0180900,,,0.0,2,2,0,2,2,21,23,605,7265,25,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,109 GREENBROOK RD,888.0,888.0,-1.0,_Not a Census place,18.0,6,29.0,7270.0,08812
160,SEASIDE PARK,SEASIDE PARK POLICE,NJ,6TH & CENTRAL AVENUES, ,08752,0.0,SEASIDE PARK, ,3.0, ,OCEAN,OCEAN,5,15,11693010.0,11693010.0,0,0,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,66480.0,34.0,312015015.0,39.865669,-74.258864, ,645017.0, , , , , ,-1.0,SEASIDE PARK BOROUGH,1579.0,SEASIDE PARK POLICE,SEASIDE PARK POLICE,False,SEASIDE PARK PD,NJ01527,NJ01527,NJ0152700,,,0.0,2,1,0,1,0,13,13,607,1594,14,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,PO BOX 56,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",15.0,7,29.0,1595.0,08752
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRINCETON UNIVERSITY POLIC,,,NJ011509E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,MAYS LANDING,HAMILTON TOWNSHIP POLICE,NJ,6101 THIRTEENTH STREET,ROOM 220,08330,0.0,Mays Landing, ,2.0, ,ATLANTIC,ATLANTIC,21,70,12613210.0,12613210.0,0,3,1.0,District of New Jersey,1.0,1.0,34.0,34001.0,34001,29280.0,34.0,313001004.0,39.469354,-74.633758, ,644707.0, ,17,47,6,2,3.13001004026e+15,HAMILTON TOWNSHIP,26503.0,HAMILTON TOWNSHIP POLICE,HAMILTON TOWNSHIP POLICE,False,HAMILTON TWP PD,NJ00112,NJ00112,NJ0011200,,,0.0,2,9,4,13,8,45,53,055,26802,66,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,6101 13TH ST STE 220,888.0,888.0,-1.0,_Not a Census place,1.0,4,29.0,26613.0,08330
163,MIDDLESEX,MIDDLESEX BOROUGH POLICE,NJ,1101 MOUNTAIN AVENUE, ,08846,0.0,Middlesex, ,12.0, ,MIDDLESEX,MIDDLESEX,2,31,12283160.0,12283160.0,0,0,1.0,District of New Jersey,23.0,23.0,34.0,34023.0,34023,45900.0,34.0,312012007.0,40.439593,-74.407585, ,644832.0, ,0,26,2,0,3.12012007026e+15,MIDDLESEX BOROUGH,13635.0,MIDDLESEX BOROUGH POLICE,MIDDLESEX BOROUGH POLICE,False,MIDDLESEX BORO PD,NJ01211,NJ01211,NJ0121100,,,0.0,2,1,1,2,0,27,27,607,13876,29,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1200 MOUNTAIN AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",12.0,5,29.0,13778.0,08846
164,HAWTHORNE,HAWTHORNE POLICE,NJ,445 LAFAYETTE AVENUE, ,07506,0.0,HAWTHORNE, ,9.0, ,PASSAIC,PASSAIC,5,32,11493180.0,11493180.0,1,0,1.0,District of New Jersey,31.0,31.0,34.0,34031.0,34031,30570.0,34.0,312016004.0,41.033763,-74.300307, ,644721.0, ,6,30,0,0,3.12016004026e+15,HAWTHORNE BOROUGH,18791.0,HAWTHORNE POLICE,HAWTHORNE POLICE,False,HAWTHORNE PD,NJ01604,NJ01604,NJ0160400,,,0.0,2,3,0,3,1,32,33,607,19062,36,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,445 LAFAYETTE AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",16.0,5,29.0,18914.0,07506
165,WESTFIELD,WESTFIELD POLICE,NJ,425 EAST BROAD STREET, ,07090,0.0,Westfield, ,7.0, ,UNION,UNION,13,60,11704910.0,11704910.0,2,0,1.0,District of New Jersey,39.0,39.0,34.0,34039.0,34039,79040.0,34.0,312020013.0,40.659871,-74.308696, ,645107.0, , , , , ,3.12020013026e+15,WESTFIELD TOWN,30316.0,WESTFIELD POLICE,WESTFIELD POLICE,False,WESTFIELD PD,NJ02020,NJ02020,NJ0202000,,,0.0,2,7,4,11,6,49,55,605,31017,66,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,425 E BROAD ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",20.0,4,29.0,30637.0,07090
166,CAPE MAY,C/O CHIEF CAPE MAY POLICE DEPT,NJ, , ,08204,0.0,, ,2.0, ,,CAPE MAY,,,-1.0,,,,1.0,District of New Jersey,9.0,9.0,34.0,34009.0,,78530.0,34.0,312005008.0,39.086142,-74.847716,,,,,,,,-1.0,WEST CAPE MAY BOROUGH,1024.0,WEST CAPE MAY PD CAPE MAY,,,WEST CAPE MAY BORO PD,NJ00512,,NJ0051200,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,90658.0,"Villas, NJ Urbanized Area",5.0,7,29.0,1022.0,
167,LITTLE FERRY,LITTLE FERRY BOROUGH POLICE,NJ,215 LIBERTY ST., ,07643,0.0,LITTLE FERRY, ,9.0, ,BERGEN,BERGEN,7,28,11443110.0,11443110.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,40680.0,34.0,312002030.0,40.959648,-74.07486, ,644787.0, , , , , ,3.12002030026e+15,LITTLE FERRY BOROUGH,10626.0,LITTLE FERRY BOROUGH POLICE,LITTLE FERRY BOROUGH POLICE,False,LITTLE FERRY PD,NJ00230,NJ00230,NJ0023000,,,0.0,2,2,1,3,2,24,26,607,10863,29,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,215 LIBERTY ST # 217,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,5,29.0,10749.0,07643
168,ISLAND HEIGHTS,ISLAND HEIGHTS POLICE,NJ,P.O. BOX 177, ,08732,0.0,Island Heights, ,3.0, ,OCEAN,OCEAN,0,4,11353110.0,11353110.0,0,4,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,34530.0,34.0,312015006.0,39.865669,-74.258864, ,644756.0, , , , , ,-1.0,ISLAND HEIGHTS BOROUGH,1673.0,ISLAND HEIGHTS POLICE,ISLAND HEIGHTS POLICE,False,ISLAND HEIGHTS BORO PD,NJ01510,NJ01510,NJ0151000,,,0.0,2,0,1,1,0,5,5,607,1683,6,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,PO BOX 177,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",15.0,7,29.0,1689.0,08732
169,MOUNT ARLINGTON,MOUNT ARLINGTON POLICE,NJ,520 ALTENBRAND AVENUE, ,07856,0.0,Mount Arlington, ,7.0, ,MORRIS,MORRIS,1,14,12793140.0,12793140.0,0,0,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,48690.0,34.0,312014014.0,40.858581,-74.547427, ,644868.0, , , , , ,-1.0,MOUNT ARLINGTON BOROUGH,5050.0,MOUNT ARLINGTON POLICE,MOUNT ARLINGTON POLICE,False,MOUNT ARLINGTON BORO PD,NJ01426,NJ01426,NJ0142600,,,0.0,2,1,0,1,0,13,13,605,5190,14,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,520 ALTENBRAND AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",14.0,6,29.0,5103.0,07856
170,CHESTER,CHESTER TOWNSHIP POLICE,NJ,1 PARKER ROAD, ,07930,0.0,Chester, ,7.0, ,MORRIS,MORRIS,1,16,12573200.0,12573200.0,0,0,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,12610.0,34.0,313014003.0,40.858581,-74.547427, ,644584.0, , , , , ,3.13014003026e+15,CHESTER TOWNSHIP,7838.0,CHESTER TOWNSHIP POLICE,CHESTER TOWNSHIP POLICE,False,CHESTER TWP PD,NJ01407,NJ01407,NJ0140700,,,0.0,2,1,0,1,0,16,16,605,7970,17,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1 PARKER RD,888.0,888.0,-1.0,_Not a Census place,14.0,6,29.0,7922.0,07930
171,HARRISONVILLE,SOUTH HARRISON TOWNSHIP POLICE,NJ,664 HARRISONVILLE ROAD,P.O. BOX 180,08039,0.0,HARRISONVILLE, ,2.0, ,GLOUCESTER,GLOUCESTER,0,6,11333000.0,11333000.0,0,1,1.0,District of New Jersey,15.0,15.0,34.0,34015.0,34015,69030.0,34.0,313008010.0,39.721019,-75.143708, ,645033.0, , , , , ,-1.0,SOUTH HARRISON TOWNSHIP,3162.0,SOUTH HARRISON TOWNSHIP POLICE,SOUTH HARRISON TOWNSHIP POLICE,False,SOUTH HARRISON PD,NJ00816,NJ00816,NJ0081600,,,0.0,2,0,1,1,0,4,4,654,3227,5,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,PO BOX 180,888.0,888.0,-1.0,_Not a Census place,8.0,6,29.0,3188.0,08039
172,NEWARK,UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY,NJ,65 BERGEN ST., ,07107,6.0,, ,8.0,10,,ESSEX,,,13401340.0,,,,1.0,District of New Jersey,13.0,13.0,34.0,34013.0,,51000.0,34.0,310000000.0,40.787216,-74.246136,,,,,,,,3.1000000002e+15,State of New Jersey,888888888.0,UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY,,,UNIVERSITY OF MEDICINE / DEN,NJ00730,,NJ0073000,,,0.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,1.0,13.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",7.0,7,29.0,0.0,
173,NEPTUNE,NEPTUNE TOWNSHIP POLICE,NJ,25 NEPTUNE BOULEVARD, ,07753,0.0,Neptune, ,4.0, ,MONMOUTH,MONMOUTH,15,74,12703170.0,12703170.0,0,0,1.0,District of New Jersey,25.0,25.0,34.0,34025.0,34025,49890.0,34.0,313013010.0,40.287056,-74.152446,74,644876.0, ,10,72,5,15,3.13013010026e+15,NEPTUNE TOWNSHIP,27935.0,NEPTUNE TOWNSHIP POLICE,NEPTUNE TOWNSHIP POLICE,False,NEPTUNE TWP PD,NJ01334,NJ01334,NJ0133400,,,0.0,2,10,5,15,1,68,69,607,27812,84,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,25 NEPTUNE BLVD,888.0,888.0,-1.0,_Not a Census place,13.0,4,29.0,28101.0,07753
174,BAY HEAD,BAY HEAD POLICE,NJ,81 BRIDGE AVENUE,P.O. BOX 248,08742,0.0,BAY HEAD, ,4.0, ,OCEAN,OCEAN,1,8,12923330.0,12923330.0,0,5,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,3520.0,34.0,312015001.0,39.865669,-74.258864, ,644503.0, , , , , ,-1.0,BAY HEAD BOROUGH,968.0,BAY HEAD POLICE,BAY HEAD POLICE,False,BAYHEAD BORO PD,NJ01502,NJ01502,NJ0150200,,,0.0,2,1,0,1,0,9,9,607,998,10,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,81 BRIDGE AVE P O BOX 248,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",15.0,7,29.0,978.0,08742
175,RIDGEWOOD,RIDGEWOOD POLICE,NJ,131 N MAPLE AVE, ,07450,0.0,Ridgewood, ,5.0, ,BERGEN,BERGEN,5,40,12063040.0,12063040.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,63000.0,34.0,312002049.0,40.959648,-74.07486, ,644980.0, ,4,41,36,0,3.12002049026e+15,RIDGEWOOD VILLAGE,24958.0,RIDGEWOOD POLICE,RIDGEWOOD POLICE,False,RIDGEWOOD VILLAGE PD,NJ00251,NJ00251,NJ0025100,,,0.0,2,2,2,4,1,40,41,607,25482,45,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,131 N MAPLE AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,4,29.0,25244.0,07450
176,HAWORTH,HAWORTH POLICE,NJ,300 HAWORTH AVENUE, ,07641,0.0,HAWORTH, ,5.0, ,BERGEN,BERGEN,1,13,11753160.0,11753160.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,30540.0,34.0,312002026.0,40.959648,-74.07486, ,644720.0, , , , , ,-1.0,HAWORTH BOROUGH,3382.0,HAWORTH POLICE,HAWORTH POLICE,False,HAWORTH PD,NJ00226,NJ00226,NJ0022600,,,0.0,2,0,0,0,1,12,13,607,3447,13,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,300 HAWORTH AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,6,29.0,3420.0,07641
177,HACKETTSTOWN,HACKETTSTOWN POLICE,NJ,215 STIGER STREET, ,07840,0.0,Hackettstown, ,5.0, ,WARREN,WARREN,19,18,12003200.0,12003200.0,17,0,1.0,District of New Jersey,41.0,41.0,34.0,34041.0,34041,28710.0,34.0,312021003.0,40.853524,-75.009542, ,644697.0, , , , , ,3.12021003026e+15,HACKETTSTOWN TOWN,9724.0,HACKETTSTOWN POLICE,HACKETTSTOWN POLICE,False,HACKETTSTOWN PD,NJ02108,NJ02108,NJ0210800,,,0.0,2,1,0,1,0,17,17,027,9576,18,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,215 W STIGER ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",21.0,6,29.0,9744.0,07840
178,HILLSDALE,HILLSDALE BOROUGH POLICE,NJ,380 HILLSDALE AVENUE, ,07642,0.0,Hillsdale, ,5.0, ,BERGEN,BERGEN,1,20,11143180.0,11143180.0,1,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,31920.0,34.0,312002027.0,40.959648,-74.07486, ,644731.0, , , , , ,-1.0,HILLSDALE BOROUGH,10219.0,HILLSDALE BOROUGH POLICE,HILLSDALE BOROUGH POLICE,False,HILLSDALE PD,NJ00227,NJ00227,NJ0022700,,,0.0,2,2,1,3,1,17,18,607,10487,21,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,380 HILLSDALE AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,5,29.0,10337.0,07642
179,PINE BEACH,PINE BEACH POLICE,NJ,599 PENNSYLVANIA AVENUE, ,08741,0.0,PINE BEACH, ,3.0, ,OCEAN,OCEAN,1,5,12783010.0,12783010.0,2,3,1.0,District of New Jersey,29.0,29.0,34.0,34029.0,34029,58590.0,34.0,312015011.0,39.865669,-74.258864, ,644951.0, , , , , ,3.12015011026e+15,PINE BEACH BOROUGH,2127.0,PINE BEACH POLICE,PINE BEACH POLICE,False,PINE BEACH BORO PD,NJ01522,NJ01522,NJ0152200,,,0.0,2,1,0,1,0,6,6,607,2163,7,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,"599 PENNSYLVANIA AVE, PO BOX 425",888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",15.0,7,29.0,2149.0,08741
180,HADDONFIELD,C/O HADDONFIELD POLICE DEPT,NJ, , ,08033,0.0,, ,1.0, ,,CAMDEN,,,-1.0,,,,0.0,District of New Jersey,7.0,7.0,34.0,34007.0,,72240.0,34.0,312004028.0,39.802352,-74.961251,,,,,,,,-1.0,TAVISTOCK BOROUGH,5.0,TAVISTOCK PD HADDONFIELD,,,TAVISTOCK BORO,NJ00433,,NJ0043300,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,69076.0,"Philadelphia, PA--NJ--DE--MD Urbanized Area",4.0,7,29.0,5.0,
181,NATIONAL PARK,NATIONAL PARK POLICE DEPT,NJ, , ,08063,0.0,, ,1.0, ,,GLOUCESTER,,,-1.0,,,,0.0,District of New Jersey,15.0,15.0,34.0,34015.0,,49680.0,34.0,312008003.0,39.721019,-75.143708,,,,,,,,-1.0,NATIONAL PARK BOROUGH,3036.0,NATIONAL PARK PD,,,NATIONAL PARK PD,NJ00812,,NJ0081200,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,NEW JERSEY,,888.0,888.0,69076.0,"Philadelphia, PA--NJ--DE--MD Urbanized Area",8.0,6,29.0,3060.0,
182,ALPINE,ALPINE BOROUGH POLICE,NJ,100 CHURCH STREET,P.O. BOX 1112,07620,0.0,Alpine, ,5.0, ,BERGEN,BERGEN,0,13,12093380.0,12093380.0,0,0,1.0,District of New Jersey,3.0,3.0,34.0,34003.0,34003,1090.0,34.0,312002002.0,40.959648,-74.07486, ,644488.0, , , , , ,3.12002002026e+15,ALPINE BOROUGH,1849.0,ALPINE BOROUGH POLICE,ALPINE BOROUGH POLICE,False,ALPINE PD,NJ00202,NJ00202,NJ0020200,,,0.0,2,0,0,0,0,12,12,607,1905,12,1.0,3.0,"CSLLEA14,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,100 CHURCH ST P O BOX 1112,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",2.0,7,29.0,1870.0,07620
183,RIVERSIDE,RIVERSIDE TOWNSHIP POLICE,NJ,1 WEST SCOTT STREET, ,08075,0.0,Riverside, ,3.0, ,BURLINGTON,BURLINGTON,0,16,12523090.0,12523090.0,0,2,1.0,District of New Jersey,5.0,5.0,34.0,34005.0,34005,63510.0,34.0,313003023.0,39.875786,-74.663006, ,644984.0, ,0,13,1,1,-1.0,RIVERSIDE TOWNSHIP,8079.0,RIVERSIDE TOWNSHIP POLICE,RIVERSIDE TOWNSHIP POLICE,False,RIVERSIDE PD,NJ00331,NJ00331,NJ0033100,,,0.0,2,1,1,2,0,13,13,654,8048,15,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,1 W SCOTT ST,888.0,888.0,-1.0,_Not a Census place,3.0,6,29.0,8135.0,08075
184,NUTLEY,NUTLEY POLICE,NJ,228 CHESTNUT STREET, ,07110,0.0,Nutley, ,11.0, ,ESSEX,ESSEX,13,68,12813190.0,12813190.0,1,0,1.0,District of New Jersey,13.0,13.0,34.0,34013.0,34013,53680.0,34.0,313007605.0,40.787216,-74.246136, ,644907.0, , , , , ,3.13007605026e+15,NUTLEY TOWNSHIP,28370.0,NUTLEY POLICE,NUTLEY POLICE,False,NUTLEY PD,NJ00716,NJ00716,NJ0071600,,,0.0,2,8,3,11,9,61,70,605,28625,81,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,228 CHESTNUT ST,888.0,888.0,-1.0,_Not a Census place,7.0,4,29.0,28554.0,07110
185,BLOOMINGDALE,BLOOMINGDALE POLICE,NJ,101 HAMBURG TURNPIKE, ,07403,0.0,Bloomingdale, ,11.0, ,PASSAIC,PASSAIC,2,16,12853290.0,12853290.0,16,1,1.0,District of New Jersey,31.0,31.0,34.0,34031.0,34031,6340.0,34.0,312016001.0,41.033763,-74.300307, ,644528.0, , , , , ,-1.0,BLOOMINGDALE BOROUGH,7656.0,BLOOMINGDALE POLICE,BLOOMINGDALE POLICE,False,BLOOMINGDALE BORO PD,NJ01601,NJ01601,NJ0160100,,,0.0,2,1,0,1,0,17,17,607,7772,18,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,101 HAMBURG TPKE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",16.0,6,29.0,7705.0,07403
186,PERTH AMBOY,PERTH AMBOY POLICE DEPARTMENT,NJ,365 NEW BRUNSWICK AVE, ,08861,0.0,Perth Amboy, ,6.0, ,MIDDLESEX,MIDDLESEX,24,108,12523060.0,12523060.0,0,0,1.0,District of New Jersey,23.0,23.0,34.0,34023.0,34023,58200.0,34.0,312012010.0,40.439593,-74.407585, ,644949.0, ,28,114,39,12,3.12012010026e+15,PERTH AMBOY CITY,50814.0,PERTH AMBOY POLICE DEPARTMENT,PERTH AMBOY POLICE,False,PERTH AMBOY PD,NJ01216,NJ01216,NJ0121600,,,0.0,2,18,11,29,10,106,116,607,52332,145,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,351 RECTOR ST,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",12.0,3,29.0,51345.0,08861
187,HELMETTA,HELMETTA POLICE,NJ,P.O. BOX 378, ,08828,0.0,Helmetta, ,12.0, ,MIDDLESEX,MIDDLESEX,0,5,11733110.0,11733110.0,0,2,1.0,District of New Jersey,23.0,23.0,34.0,34023.0,34023,30840.0,34.0,312012003.0,40.439593,-74.407585, ,644724.0, , , , , ,-1.0,HELMETTA BOROUGH,2178.0,HELMETTA POLICE,HELMETTA POLICE,False,HELMETTA PD,NJ01206,NJ01206,NJ0120600,,,0.0,2,0,0,0,0,7,7,607,2217,7,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,PO BOX 378,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",12.0,7,29.0,2201.0,08828
188,NEW PROVIDENCE,NEW PROVIDENCE POLICE,NJ,360 ELKWOOD AVENUE, ,07974,0.0,New Providence, ,7.0, ,UNION,UNION,6,26,12213100.0,12213100.0,0,0,1.0,District of New Jersey,39.0,39.0,34.0,34039.0,34039,51810.0,34.0,312020007.0,40.659871,-74.308696, ,644894.0, , , , , ,-1.0,NEW PROVIDENCE BOROUGH,12171.0,NEW PROVIDENCE POLICE,NEW PROVIDENCE POLICE,False,NEW PROVIDENCE PD,NJ02011,NJ02011,NJ0201100,,,0.0,2,4,2,6,2,22,24,605,12387,30,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,360 ELKWOOD AVE,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",20.0,5,29.0,12298.0,07974
189,MORRIS PLAINS,MORRIS PLAINS BOROUGH POLICE,NJ,P.O. BOX 383,531 SPEEDWELL AVENUE,07950,0.0,MORRIS PLAINS, ,11.0, ,MORRIS,MORRIS,5,17,12143150.0,12143150.0,3,0,1.0,District of New Jersey,27.0,27.0,34.0,34027.0,34027,48210.0,34.0,312014011.0,40.858581,-74.547427, ,644863.0, , , , , ,3.12014011026e+15,MORRIS PLAINS BOROUGH,5532.0,MORRIS PLAINS BOROUGH POLICE,MORRIS PLAINS BOROUGH POLICE,False,MORRIS PLAINS PD,NJ01423,NJ01423,NJ0142300,,,0.0,2,1,0,1,1,17,18,605,5791,19,1.0,3.0,"CSLLEA14,POST,CSLLEA08,LEAIC",1.0,1.0,1.0,1.0,1.0,1.0,NJ,NEW JERSEY,531 SPEEDWELL AVE P.O. BOX 383,888.0,888.0,63217.0,"New York--Newark, NY--NJ--CT Urbanized Area",14.0,6,29.0,5588.0,07950
